Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
Kit 12 Peças De Roupa Infantil Menino Bebe Masculino Atacado,4.4,62.0,0.0,amma kids,Desconhecido,Meninos,não definido,100.0,159.9,0.777777777777778,0.006721022476862,0.0,0.2541182087923331,36,178,1,100.0,0.0013642564802182,0.0
Bermuda Masculina Sarja Elastano Lycra Shorts Colorido,4.7,16.0,0.0,w rios jeans,sarja,Masculino,primavera/verão,100.0,54.99,0.888888888888889,0.00165271044513,0.0,0.0752191262235258,816,138,7,100.0,0.0013642564802182,0.0154615734424738
Meia Babado Renda Pérola Rosa E Branca Curta Bebes Instagra,4.560936497754971,0.0,0.0,importado,Desconhecido,Bebês,não definido,5.0,39.97,0.0,0.0,0.0,0.0496060843763855,367,178,1,5.0,0.0009095043201455,0.0
Kit Collant Regata Completo Ballet Infantil Balé 5 Peças,4.8,344.0,12.0,stelariss figurinos,Desconhecido,Feminino,não definido,1000.0,112.56,0.925925925925926,0.0377919788453063,0.1147540983606557,0.1733910848879643,734,178,1,1000.0,0.0045475216007276,0.0
Roupas Feminina  Bermuda Maria João Com Botões  40 Ao 50,4.8,5.0,0.0,outras,jeans,Feminino,primavera/verão,25.0,118.9,0.925925925925926,0.000440722785368,0.0,0.1842024487568637,584,75,7,25.0,0.003638017280582,0.0300136425648021
Bermuda Moletom Ii Everlast Masc Preto,4.560936497754971,0.0,0.0,everlast,algodão,Masculino,primavera/verão,3.0,119.99,0.0,0.0,0.0,0.1860611848163432,276,25,7,3.0,0.0009095043201455,0.176443838108231
Roupa Buzz Lightyear Toy Story Adulto Fantasia Longa C/gorro,4.560936497754971,0.0,0.0,fantasias carol ef,Desconhecido,Masculino,não definido,5.0,194.65,0.0,0.0,0.0,0.3133760785784932,289,178,1,5.0,0.0013642564802182,0.0
Kit 10 Blusas Tshirts Blusas Feminina Roupas Atacado Revenda,4.7,59.0,8.0,blanc store,Desconhecido,Feminino,primavera/verão,100.0,174.2,0.888888888888889,0.006390480387836,0.0491803278688524,0.278503461682753,132,178,7,100.0,0.0009095043201455,0.0
Pijama Cirúrgico Oxford Feminino Básico Bordamos Gratis  L,4.0,87.0,0.0,rose carcelin - vestimenta médica,oxford,Feminino,não definido,500.0,78.97,0.6296296296296297,0.009475539885412,0.0,0.1161113195320759,654,111,1,0.0,0.0013642564802182,0.0031832651205093
Kit 3 Bermuda Cintura Alta Elastano Roupa Feminina Plus Size,4.6,66.0,0.0,mr jeans,jeans,Feminino,primavera/verão,100.0,149.9,0.8518518518518517,0.00716174526223,0.0,0.2370655843934382,540,75,7,100.0,0.0086402910413824,0.0300136425648021
Roupa Calça Alfaiataria Social Feminina Loba Lupo 41867-001,4.560936497754971,0.0,0.0,loba lupo,96%poliamida 4%elastano,Feminino,outono-inverno,5.0,189.9,0.0,0.0,0.0,0.3052760819890181,448,21,2,5.0,0.0004547521600727,0.0004547521600727
Roupa Body Bebê Personalizado Amo Dindo,4.560936497754971,0.0,11.0,baby fashion,Desconhecido,Bebês,primavera/verão,5.0,24.16,0.0,0.0,0.0983606557377049,0.0226458852017325,83,178,7,5.0,0.0013642564802182,0.0
Biquini Infantil Maiô Menina Roupa De Praia Piscina Verão,5.0,11.0,0.0,genérica,Desconhecido,Meninos,não definido,50.0,39.99,1.0,0.00110180696342,0.0,0.0496401896251833,327,178,1,50.0,0.0095497953615279,0.0
Short Masculino M 3s 3 Listras adidas Novo,4.560936497754971,0.0,34.0,adidas,poliéster,Masculino,outono/inverno,50.0,149.99,0.0,0.0,0.4754098360655738,0.2372190580130282,13,122,3,50.0,0.0109140518417462,0.1173260572987721
Cinto De Lycra Running Belt Skyhill,4.9,12.0,0.0,skyhill,Desconhecido,Sem gênero,não definido,100.0,123.95,0.9629629629629632,0.001211987659762,0.0,0.1928140240783056,720,178,1,100.0,0.0004547521600727,0.0
Kit 2 Calça Jeans Lycra Masculina Tamanho Especial Plus Size,4.1,11.0,24.0,galanteador,algodão,Masculino,primavera/verão,50.0,259.52,0.6666666666666666,0.00110180696342,0.3114754098360656,0.423996453054125,320,25,7,50.0,0.0027285129604365,0.176443838108231
Short Tactel Masculino Bolso Traseiro Blocos Com Forro Tela,5.0,1.0,0.0,parolli,poliéster,Masculino,primavera/verão,5.0,45.13,1.0,0.0,0.0,0.0584052385662153,596,122,7,5.0,0.0031832651205093,0.1173260572987721
Kit 5 Tocas Mais 5 Luvas Para Bebe Infantil Recém Nascido.,5.0,5.0,0.0,yasmin bebê,Desconhecido,Bebês,não definido,50.0,53.9,1.0,0.000440722785368,0.0,0.0733603901640462,828,178,1,50.0,0.001819008640291,0.0
"1000 Lacre Autenticidade, Pendura Tag, Corda Para Tag Roupas",4.6,10.0,0.0,ut,Desconhecido,Sem gênero,não definido,500.0,47.94,0.8518518518518517,0.000991626267078,0.0,0.0631970260223048,794,178,1,0.0,0.0009095043201455,0.0
Kit Agrotoxico Agricola Pulverização Defensivo Herbicida Top,4.3,3.0,6.0,globo,Desconhecido,Sem gênero,não definido,50.0,78.16,0.7407407407407406,0.000220361392684,0.0163934426229508,0.1147300569557654,334,178,1,50.0,0.0009095043201455,0.0
Kit 5 Bermudas Tactel Mauricinho Short Juvenil Estampado,4.560936497754971,0.0,0.0,rebel cat,microfibra,Meninos,primavera/verão,25.0,78.97,0.0,0.0,0.0,0.1161113195320759,647,101,7,25.0,0.0086402910413824,0.0300136425648021
3 Calças Moletom Flanelado Infantil Juvenil Inverno Unissex,4.560936497754971,0.0,0.0,kyly,algodão,Sem gênero infantil,outono/inverno,5.0,157.16,0.0,0.0,0.0,0.2494457897070359,418,25,3,5.0,0.0004547521600727,0.176443838108231
Kit Bolsas De Viagem Organizador Prático De Mala Roupa 7 Pçs,4.3,26.0,0.0,hwj,Desconhecido,Sem gênero,não definido,100.0,51.9,0.7407407407407406,0.00275451740855,0.0,0.0699498652842672,359,178,1,100.0,0.0009095043201455,0.0
Kit Desfralde Cueca Boxer  03 Peças,3.8,19.0,0.0,vida,Desconhecido,Bebês,não definido,100.0,59.9,0.5555555555555555,0.001983252534156,0.0,0.0835919648033832,800,178,1,100.0,0.0004547521600727,0.0
Bermuda Cinta Modeladora Feminina Slim Afina Cintura Lupo,5.0,1.0,0.0,lupo,poliamida-nylon,Feminino,primavera/verão,5.0,109.9,1.0,0.0,0.0,0.1688550867978582,463,117,7,5.0,0.0422919508867667,0.0009095043201455
Ponteira Para Sapatilha De Silicone De Ponta Ballet Protetor,4.6,14.0,0.0,brondy,Desconhecido,Sem gênero,não definido,100.0,33.9,0.8518518518518517,0.001432349052446,0.0,0.0392551413662562,148,178,1,100.0,0.0004547521600727,0.0
Calça Jeans Masculina Rasgada Premium Skinny Lycra Destroyed,4.6,12.0,0.0,dustin club,jeans com lycra,Masculino,outono/inverno,100.0,109.9,0.8518518518518517,0.001211987659762,0.0,0.1688550867978582,248,79,3,100.0,0.0009095043201455,0.001819008640291
Kit 6 Peças De Roupa Infantil Menino Masculino Verão Atacado,4.2,253.0,10.0,jota kids,Desconhecido,Meninos,não definido,1000.0,99.91,0.7037037037037038,0.0277655354781842,0.0819672131147541,0.1518195150233621,393,178,1,1000.0,0.0013642564802182,0.0
Roupa Power Rangers Adulto Cosplay Super Herói,4.8,5.0,0.0,cuifuli,Desconhecido,Sem gênero,não definido,50.0,179.9,0.925925925925926,0.000440722785368,0.0,0.2882234575901231,210,178,1,50.0,0.0022737608003638,0.0
Body Bebê Estampado + Short  Kit C/12 Pçs Roupa Bebê Atacado,5.0,16.0,8.0,sorriso baby moda infantil,Desconhecido,Bebês,não definido,100.0,147.68,1.0,0.00165271044513,0.0491803278688524,0.2332799017768834,727,178,1,100.0,0.0004547521600727,0.0
Roupa Feminina Calça Pantacourt Piquet Plus Size Cós Alto,4.5,64.0,0.0,explosão total,piquet colmeia,Feminino,outono/inverno,500.0,69.9,0.8148148148148148,0.006941383869546,0.0,0.1006445892022782,279,114,3,0.0,0.0045475216007276,0.0013642564802182
Short Jeans Plus Size Feminino Cintura Alta Barra Dobrada,4.560936497754971,0.0,11.0,stillger,algodão,Feminino,primavera/verão,5.0,64.84,0.0,0.0,0.0983606557377049,0.0920159612564373,736,25,7,5.0,0.0327421555252387,0.176443838108231
Roupa Infantil Kit 3 Blusinhas Menina Manga Curta  Modinha,4.560936497754971,0.0,0.0,gaboo kids,Desconhecido,Meninas,primavera/verão,2.0,159.9,0.0,0.0,0.0,0.2541182087923331,319,178,7,2.0,0.0004547521600727,0.0
Conjunto Roupa Para Pulverização De Agro Proteção Kit Comple,4.5,83.0,0.0,lrio preto,Desconhecido,Sem gênero,não definido,500.0,102.70571283095724,0.8148148148148148,0.009034817100044,0.0,0.0,457,178,1,0.0,0.0004547521600727,0.0
Conjunto Calça E Blusa Térmica Inverno Uv Segunda Pele,4.5,243.0,0.0,mvb modas,92% poliéster 8% elastano,Masculino,não definido,1000.0,69.9,0.8148148148148148,0.0266637285147642,0.0,0.1006445892022782,552,15,1,1000.0,0.0004547521600727,0.0013642564802182
Bermuda Short Masculina Moda Praia Estampado Tropical Stile,4.560936497754971,0.0,0.0,canario,moletinho,Masculino,primavera/verão,25.0,29.99,0.0,0.0,0.0,0.0325875652262883,170,106,7,25.0,0.0100045475216007,0.0072760345611641
Roupa Térmica Frio Forro Peluciado Blusa+calça+luva+meia,4.1,28.0,16.0,roupa zero grau,poliester fleece,Feminino,outono/inverno,100.0,149.91,0.6666666666666666,0.002974878801234,0.180327868852459,0.237082637017837,669,118,3,100.0,0.0022737608003638,0.0004547521600727
Roupa Social Infantil Conjunto Suspensório Gravata Batizado,5.0,6.0,9.0,própria,Desconhecido,Bebês,não definido,25.0,54.95,1.0,0.00055090348171,0.0655737704918032,0.0751509157259302,633,178,1,25.0,0.0100045475216007,0.0
Kit 4 Cueca Boxer Box Lupo Plus Size Tamanho Grandes Algodão,4.9,9.0,0.0,lupo,algodão,Masculino,primavera-verão outono-inverno,50.0,108.91,0.9629629629629632,0.000881445570736,0.0,0.1671668769823676,463,25,6,50.0,0.0422919508867667,0.176443838108231
Bermuda Short Masculino Pijama Algodão Básico,5.0,2.0,26.0,universo básico,algodão,Masculino,primavera/verão,25.0,39.59,1.0,0.000110180696342,0.3442622950819672,0.0489580846492275,788,25,7,25.0,0.0009095043201455,0.176443838108231
Calça Wide Leg Plus Size Jeans Cintura Alta,4.560936497754971,0.0,8.0,stillger,algodão,Feminino,outono/inverno,25.0,78.67,0.0,0.0,0.0491803278688524,0.1155997408001091,736,25,3,25.0,0.0327421555252387,0.176443838108231
Cuecas Boxer Lupo Kit C/ 10 Cuecas Box Original Algodão,4.7,6.0,0.0,lupo,algodão cotton,Masculino,primavera-verão - outono-inverno,100.0,186.35,0.888888888888889,0.00055090348171,0.0,0.2992224003274104,463,30,5,100.0,0.0422919508867667,0.003638017280582
Kit 6 Bermudas Estampada Calor Verão Fitness Revenda Lucre,4.560936497754971,0.0,0.0,kit bermuda feminina academia ginástica atacado,poliéster,Feminino,primavera/verão,4.0,130.28,0.0,0.0,0.0,0.2036083353228062,410,122,7,4.0,0.001819008640291,0.1173260572987721
Body Bebê Times Bory Temático Mesversario Roupa Infantil,4.560936497754971,0.0,0.0,md modas infantil  baby,Desconhecido,Bebês,primavera/verão,5.0,29.9,0.0,0.0,0.0,0.0324340916066982,503,178,7,5.0,0.0004547521600727,0.0
Collant Meia Manga + Saia Balé Ballet Infantil Rosa/preto,4.6,5.0,0.0,encantada ballet,Desconhecido,Feminino,não definido,50.0,102.70571283095724,0.8518518518518517,0.000440722785368,0.0,0.0,265,178,1,50.0,0.0004547521600727,0.0
Calça Moletom Feminina Aveloz Rosa,4.560936497754971,0.0,0.0,aveloz style,algodão,Feminino,não definido,1.0,109.99,0.0,0.0,0.0,0.1690085604174482,75,25,1,1.0,0.0013642564802182,0.176443838108231
Shorts Masculino Bermuda Curta De Linho Moda Casual Leve,4.560936497754971,0.0,0.0,império 22 moda atacadista,algodão,Masculino,primavera/verão,5.0,41.2,0.0,0.0,0.0,0.0517035571774496,369,25,7,5.0,0.0004547521600727,0.176443838108231
Kit Lote 10 Conjuntos Infantil Masculino Ou Feminino Atacado,4.0,23.0,9.0,n.moda,Desconhecido,Sem gênero,não definido,100.0,229.2,0.6296296296296297,0.002423975319524,0.0655737704918032,0.3722928958766754,556,178,1,100.0,0.0013642564802182,0.0
3 Conjunto Moletom Infantil Menino Roupa Inverno Frio,4.6,13.0,40.0,marques fashion,algodão,Meninos,não definido,50.0,149.99,0.8518518518518517,0.001322168356104,0.5737704918032788,0.2372190580130282,492,25,1,50.0,0.0004547521600727,0.176443838108231
"Véu Para Dança, Leão,pano De Gesto Para Dança Profética",5.0,1.0,0.0,agnus,Desconhecido,Sem gênero,não definido,5.0,65.89,1.0,0.0,0.0,0.0938064868183213,15,178,1,5.0,0.0004547521600727,0.0
Kit 4 Conjuntos Short E Top Roupas Para Academia Atacado Re.,4.3,81.0,20.0,akorio,poliéster,Feminino,primavera/verão,500.0,159.92,0.7407407407407406,0.00881445570736,0.2459016393442623,0.2541523140411309,21,122,7,0.0,0.0045475216007276,0.1173260572987721
Roupas Jeans Calça Masculina Moda Tradicional,4.1,28.0,0.0,multimarcas,sarja/jeans,Masculino,primavera/verão,100.0,102.70571283095724,0.6666666666666666,0.002974878801234,0.0,0.0,543,143,7,100.0,0.0118235561618917,0.0004547521600727
Roupa Fantasia Temática Infantil Bebê Menino Do Mundo Bita,5.0,6.0,0.0,mallú,Desconhecido,Bebês,não definido,25.0,109.9,1.0,0.00055090348171,0.0,0.1688550867978582,477,178,1,25.0,0.001819008640291,0.0
Short Jeans Feminino Com Elastano Barra Dobrada Cintura Alta,4.7,27.0,11.0,menina linda,jean,Feminino,primavera/verão,100.0,49.49,0.888888888888889,0.002864698104892,0.0983606557377049,0.0658401828041335,509,74,7,100.0,0.0100045475216007,0.0254661209640745
Blusa T-shirt Roupas Feminina Básica Bolso Paête,4.560936497754971,0.0,0.0,yasmim,Desconhecido,Feminino,primavera/verão,1.0,32.5,0.0,0.0,0.0,0.0368677739504109,827,178,7,1.0,0.003638017280582,0.0
Kit Completo Ballet Adulto Balé Uniforme 6 Peças C/ Bolsa,4.3,10.0,0.0,stelariss figurinos,Desconhecido,Feminino,não definido,50.0,102.70571283095724,0.7407407407407406,0.000991626267078,0.0,0.0,734,178,1,50.0,0.0045475216007276,0.0
Calças Masculina Moletom Jogger Roupas Academia Treino,4.560936497754971,0.0,0.0,maximos lr,moletom,Sem gênero,não definido,5.0,51.96,0.0,0.0,0.0,0.0700521810306606,499,107,1,5.0,0.0004547521600727,0.0027285129604365
Kit 02 Bermudas Jeans Plus Size Masculinas 50 Ao 60 Oferta,4.560936497754971,0.0,0.0,roupas-pluks,jean,Masculino,primavera/verão,1.0,102.70571283095724,0.0,0.0,0.0,0.0,677,74,7,1.0,0.0004547521600727,0.0254661209640745
Body Dragon Ball Super Goku + Touca Saiyajin Anime Temático,4.560936497754971,0.0,0.0,parly baby,Desconhecido,Bebês,primavera/verão,5.0,34.9,0.0,0.0,0.0,0.0409604038061457,595,178,7,5.0,0.0009095043201455,0.0
Roupa Oxford Masc 2 Pçs Candomblé Umbanda Direto De Fábrica,4.5,138.0,0.0,atacadao beira mar,Desconhecido,Masculino,não definido,1000.0,49.9,0.8148148148148148,0.0150947553988541,0.0,0.0665393404044882,59,178,1,1000.0,0.0013642564802182,0.0
Kit 4 Conjuntos Fitness Top E Short Roupas Feminina Academia,4.3,18.0,28.0,não definido,poliéster,Feminino,não definido,100.0,176.36,0.7407407407407406,0.001873071837814,0.3770491803278688,0.2821868285529143,575,122,1,100.0,0.0104592996816734,0.1173260572987721
Bermuda Masculina adidas Own The Run,4.560936497754971,0.0,0.0,adidas,reciclado,Masculino,outono/inverno,2.0,199.99,0.0,0.0,0.0,0.3224821800075031,13,130,3,2.0,0.0109140518417462,0.001819008640291
Faixa Para Cabelo Lupo Sport Fitness Yoga Pilates 15010-001,5.0,3.0,0.0,lupo,Desconhecido,Feminino,não definido,25.0,41.99,1.0,0.000220361392684,0.0,0.0530507145049623,463,178,1,25.0,0.0422919508867667,0.0
Extensor Pés Do Bebê Para Carrinho De Bebê Alongador Apoio,4.560936497754971,0.0,0.0,outros,Desconhecido,Bebês,não definido,3.0,102.70571283095724,0.0,0.0,0.0,0.0,586,178,1,3.0,0.0022737608003638,0.0
Kit 10 Peças Roupa Infantil Menino 5 Regatas + 5 Bermudas,4.4,223.0,0.0,multimarcas nacionais,Desconhecido,Meninos,não definido,1000.0,139.61,0.777777777777778,0.0244601145879241,0.0,0.2195184338869752,546,178,1,1000.0,0.0004547521600727,0.0
Kit 3 Blusa Feminina Fitness Roupa Academia Caminhada Treino,4.7,43.0,0.0,efect,Desconhecido,Feminino,não definido,100.0,134.9,0.888888888888889,0.004627589246364,0.0,0.2114866477950956,256,178,1,100.0,0.0004547521600727,0.0
Kit Ballet Infantil 6 Itens Com Saia De Tule Tou Tou Balé,4.7,23.0,0.0,giovanna ballet,Desconhecido,Feminino,não definido,100.0,149.9,0.888888888888889,0.002423975319524,0.0,0.2370655843934382,330,178,1,100.0,0.0059117780809458,0.0
Saia Tapa Bumbum Fitness Em Romantic,4.560936497754971,0.0,19.0,rma,Desconhecido,Feminino,não definido,25.0,37.61,0.0,0.0,0.2295081967213114,0.0455816650182463,652,178,1,25.0,0.0004547521600727,0.0
Calça C/bolso Legging Fitness Promoção Entrega Rápida,4.3,45.0,0.0,delafitness,poliéster,Feminino,não definido,1000.0,29.3,0.7407407407407406,0.004847950639048,0.0,0.0314109341427645,223,122,1,1000.0,0.0013642564802182,0.1173260572987721
Kit 10 Lacinhos Cabelo Bebê No Velcro,5.0,2.0,0.0,mimos,Desconhecido,Bebês,não definido,25.0,22.9,1.0,0.000110180696342,0.0,0.0204972545274717,516,178,1,25.0,0.0004547521600727,0.0
Roupa Feminina Fitness Conjunto Shortinho Saia Top Academia,3.7,16.0,0.0,razzou,suplex,Feminino,não definido,50.0,59.9,0.5185185185185187,0.00165271044513,0.0,0.0835919648033832,646,151,1,50.0,0.0004547521600727,0.0104592996816734
Pacote Com 4 Cuecas Colcci Boxer Box Masculina Em Algodão,4.560936497754971,0.0,0.0,colcci,algodão,Masculino,primavera/verão/outono/inverno,5.0,165.99,0.0,0.0,0.0,0.2645032570512602,193,25,9,5.0,0.0031832651205093,0.176443838108231
Calça Menino Menina Infantil Moletom Flanelado 1 Ao 8,3.8,17.0,40.0,colbacho,moletom,Meninos,outono/inverno,100.0,37.66,0.5555555555555555,0.001762891141472,0.5737704918032788,0.0456669281402407,192,107,3,100.0,0.0054570259208731,0.0027285129604365
Roupa De Mêsversário Meia Beca De Formatura | Tema Formatura,5.0,15.0,0.0,becas&brindes,Desconhecido,Bebês,não definido,100.0,78.9,1.0,0.001542529748788,0.0,0.1159919511612837,114,178,1,100.0,0.0004547521600727,0.0
Kit 6 Cuecas Slip Light Zorba Algodão Original 772 Oferta,4.8,17.0,0.0,zorba,algodão,Masculino,primavera/verão outono/inverno,100.0,109.49,0.925925925925926,0.001762891141472,0.0,0.1681559291975035,838,25,8,100.0,0.0090950432014552,0.176443838108231
Kit 4 Blusas Femininas De Academia Vest Legging Do P Ao Eg,4.6,158.0,0.0,adamas,Desconhecido,Feminino,primavera/verão,1000.0,121.99,0.8518518518518517,0.0172983693256941,0.0,0.1894717096961222,11,178,7,1000.0,0.0004547521600727,0.0
Calça Jeans Nxo Skinny Lidiane Jeans Claro,4.560936497754971,0.0,0.0,nexo,algodão orgânico,Feminino,primavera/verão,1.0,142.99,0.0,0.0,0.0,0.2252822209338017,566,33,7,1.0,0.0004547521600727,0.0045475216007276
Kit 6 Cuecas Slip Micromodal Sem Costura Original Lupo,4.8,4.0,0.0,lupo,modal,Masculino,primavera/verão,5.0,205.9,0.925925925925926,0.000330542089026,0.0,0.3325602810272501,463,105,7,5.0,0.0422919508867667,0.0009095043201455
Roupa De Bebe Macacão Camuflado Personalizado,4.9,68.0,0.0,oncinha bebê,algodão,Bebês,primavera/verão,500.0,54.9,0.9629629629629632,0.007382106654914,0.0,0.0750656526039357,580,25,7,0.0,0.0013642564802182,0.176443838108231
"Patch Estampado Bandeiras Do Brasil, Copa, Termocolante",5.0,1.0,6.0,lika loka,Desconhecido,Não Informado,não definido,5.0,29.19,1.0,0.0,0.0163934426229508,0.0312233552743767,441,178,1,5.0,0.003638017280582,0.0
Kit 02 Calças Jeans Feminina Skinny Cintura Alta Modeladora,4.4,30.0,8.0,stillger jeans,algodão,Feminino,outono/inverno,100.0,139.61,0.777777777777778,0.003195240193918,0.0491803278688524,0.2195184338869752,738,25,3,100.0,0.0154615734424738,0.176443838108231
Aparelho Para Colocar Etiquetas Em Roupas + 5 Agulhas,4.560936497754971,0.0,0.0,nybc,Desconhecido,Sem gênero,não definido,25.0,34.9,0.0,0.0,0.0,0.0409604038061457,573,178,1,25.0,0.0004547521600727,0.0
Kit 3 Conjunto Feminino Top + Calcinha Ckyron Roupa Feminina,4.5,40.0,0.0,ckyron,microfibra,Feminino,não definido,100.0,30.45,0.8148148148148148,0.004297047157338,0.0,0.0333719859486374,186,101,1,100.0,0.0009095043201455,0.0300136425648021
Uniforme Roupa Kit Ballet Juvenil Adulto Completo,5.0,6.0,0.0,gran ballet,Desconhecido,Feminino,não definido,5.0,179.06,1.0,0.00055090348171,0.0,0.2867910371406159,340,178,1,5.0,0.0104592996816734,0.0
Calça Juvenil Moletom Menino Menina Confortavel Flanelado,4.560936497754971,0.0,41.0,colbacho,moletom,Meninos,outono/inverno,5.0,46.59,0.0,0.0,0.5901639344262296,0.060894921728454,192,107,3,5.0,0.0054570259208731,0.0027285129604365
Roupa Fantasia Marsha E O Urso Manga Longa,5.0,21.0,0.0,mimos da gi,Desconhecido,Bebês,não definido,100.0,78.9,1.0,0.00220361392684,0.0,0.1159919511612837,518,178,1,100.0,0.0004547521600727,0.0
6 Cueca Box Boxer Lupo Plus Size Tamanho Especiais Algodão,4.9,7.0,0.0,lupo,algodão,Masculino,primavera-verão outono-inverno,50.0,160.9,0.9629629629629632,0.000661084178052,0.0,0.2558234712322226,463,25,6,50.0,0.0422919508867667,0.176443838108231
Kit Ballet Balé Bailarina Uniforme 7 Peças Com Bolsa Inverno,4.6,101.0,12.0,stelariss figurinos,Desconhecido,Feminino,não definido,500.0,179.52,0.8518518518518517,0.0110180696342,0.1147540983606557,0.2875754578629651,734,178,1,0.0,0.0045475216007276,0.0
Calça Jeans Plus Size Skinny Levanta Bumbum Destroyed,4.6,21.0,0.0,stillger,algodão,Feminino,outono/inverno,100.0,62.99,0.8518518518518517,0.00220361392684,0.0,0.0888612257426418,736,25,3,100.0,0.0327421555252387,0.176443838108231
Jardineira Temática - Romper Bolofofos Com Calcinha,5.0,6.0,0.0,daddy & baby e cia,Desconhecido,Bebês,não definido,25.0,98.9,1.0,0.00055090348171,0.0,0.1500971999590737,213,178,1,25.0,0.0004547521600727,0.0
Beca Infantil,4.9,18.0,0.0,tomasi becas,Desconhecido,Sem gênero infantil,não definido,100.0,125.9,0.9629629629629632,0.001873071837814,0.0,0.1961392858360902,772,178,1,100.0,0.0004547521600727,0.0
Kit 10 Peças Roupa Infantil Masculina Moletinho E Tactel,4.3,282.0,0.0,amma kids,Desconhecido,Meninos,não definido,1000.0,129.9,0.7407407407407406,0.0309607756721022,0.0,0.2029603355956482,36,178,1,1000.0,0.0013642564802182,0.0
Conjunto Calça Blusa Térmica Roupafrio Segunda Pele Masculin,4.560936497754971,0.0,7.0,dl têxtil,suplex flanelado,Masculino,outono/inverno,5.0,139.52,0.0,0.0,0.0327868852459016,0.2193649602673852,239,153,3,5.0,0.0004547521600727,0.0004547521600727
Conjunto Calça Legging Top Liso Roupas Para Academia Fitness,4.3,55.0,23.0,não definido,suplex poliéster,Feminino,não definido,500.0,59.12,0.7407407407407406,0.005949757602468,0.2950819672131147,0.0822618601002694,575,154,1,0.0,0.0104592996816734,0.0031832651205093
Kit 10 Peças Menina Conjunto Infantil 5 Camisetas + 5 Shorts,5.0,1.0,36.0,imperio kids,Desconhecido,Meninas,não definido,50.0,155.77,1.0,0.0,0.5081967213114754,0.2470754749155895,364,178,1,50.0,0.0086402910413824,0.0
Roupa Feminina Plus Size Calça Jogger Sem Listra Lateral,5.0,10.0,0.0,explosão total,malha viscolycra,Feminino,primavera/verão,100.0,71.49,1.0,0.000991626267078,0.0,0.1033559564817025,279,97,7,100.0,0.0045475216007276,0.0022737608003638
Kit Asa E Romper Jardim Encantado,5.0,7.0,0.0,pérolas de amor,Desconhecido,Bebês,não definido,25.0,102.70571283095724,1.0,0.000661084178052,0.0,0.0,638,178,1,25.0,0.0004547521600727,0.0
Pacote 6 Cuecas Mash - Kit De Cuecas Slip Algodão Qualidade,4.6,36.0,0.0,mash,algodão,Masculino,primavera-verão outono-inverno,100.0,71.09,0.8518518518518517,0.00385632437197,0.0,0.1026738515057467,494,25,6,100.0,0.0109140518417462,0.176443838108231
Kit Roupa Uniforme Ballet - Collant M. Longa + Casaco + Saia,4.9,28.0,0.0,stelariss figurinos e confecções,Desconhecido,Feminino,não definido,100.0,80.91,0.9629629629629632,0.002974878801234,0.0,0.1194195286654616,735,178,1,100.0,0.001819008640291,0.0
Camisola Luxo Sexy Curta Transparente Langeriesex Completa,4.8,4.0,0.0,like4you,tule,Não Informado,primavera/verão,25.0,78.8,0.925925925925926,0.000330542089026,0.0,0.1158214249172947,442,170,7,25.0,0.0004547521600727,0.0004547521600727
Short Jeans Feminino Cintura Alta Levanta Bumbum Sem Lycra,4.560936497754971,0.0,0.0,stillger,algodão,Feminino,primavera/verão,4.0,37.99,0.0,0.0,0.0,0.0462296647454043,736,25,7,4.0,0.0327421555252387,0.176443838108231
Roupa Palhacinha/circo (jardineira),4.9,33.0,0.0,arco-íris atelier,Desconhecido,Bebês,primavera/verão,100.0,102.70571283095724,0.9629629629629632,0.003525782282944,0.0,0.0,50,178,7,100.0,0.0004547521600727,0.0
Kit 4 Camisa Plus Size Blusa Academia Ginástica Dryfit,4.6,56.0,23.0,camiseta uv masculina camisa,sun protective uv poliéster (100%),Masculino,não definido,100.0,145.41,0.8518518518518517,0.00605993829881,0.2950819672131147,0.2294089560383343,168,150,1,100.0,0.0013642564802182,0.0004547521600727
Kit 12 Cueca Feminina Calsinha Juvenil Microfibra Box,4.560936497754971,0.0,0.0,empório da roupa,microfibra,Meninas,primavera/verão,2.0,102.70571283095724,0.0,0.0,0.0,0.0,263,101,7,2.0,0.0013642564802182,0.0300136425648021
Short Jeans Feminino Cintura Alta Sem Lycra Levanta Bumbum,4.560936497754971,0.0,20.0,stillger,algodão,Feminino,primavera/verão,4.0,49.99,0.0,0.0,0.2459016393442623,0.0666928140240783,736,25,7,4.0,0.0327421555252387,0.176443838108231
Kit 2 Calças Moletom Masculina Com Punho Malwee,5.0,13.0,0.0,malwee,algodão,Masculino,outono/inverno,50.0,199.99,1.0,0.001322168356104,0.0,0.3224821800075031,479,25,3,50.0,0.0031832651205093,0.176443838108231
Swaddle Em Suedine Azul,4.7,14.0,0.0,casulo de anjo,Desconhecido,Bebês,não definido,100.0,237.5,0.888888888888889,0.001432349052446,0.0,0.3864465741277582,175,178,1,100.0,0.0013642564802182,0.0
500 Lacre De Autenticidade / Segurança P Tag / Etiquetas,4.560936497754971,0.0,0.0,lan,Desconhecido,Feminino,não definido,25.0,23.9,0.0,0.0,0.0,0.0222025169673612,425,178,1,25.0,0.0004547521600727,0.0
